Source;Target;Weight;Type;PreSynTransmitter;PostSynReceptor
PVCR;AVL;1;chemical;Acetylcholine;
PVCR;DVA;3;chemical;Acetylcholine;
PVCR;PVPR;1;chemical;Acetylcholine;
PVCR;PVR;1;chemical;Acetylcholine;
PVCR;PVWR;1;chemical;Acetylcholine;
PVCR;RID;19;chemical;Acetylcholine;
PVCR;PVCL;4;chemical;Acetylcholine;
PVCR;AVAL;10;chemical;Acetylcholine;
PVCR;AVAR;5;chemical;Acetylcholine;
PVCR;AVBL;21;chemical;Acetylcholine;
PVCR;AVBR;14;chemical;Acetylcholine;
PVCR;AVDL;16;chemical;Acetylcholine;
PVCR;AVDR;6;chemical;Acetylcholine;
PVCR;AVEL;6;chemical;Acetylcholine;
PVCR;AVER;6;chemical;Acetylcholine;
PVCR;LUAR;1;chemical;Acetylcholine;
PVCR;SIBVR;10;chemical;Acetylcholine;
PVCR;VB11;3;chemical;Acetylcholine;
LUAL;PHBL;2;chemical;Glutamate;
LUAL;AVJL;4;chemical;Glutamate;GLR-1
LUAL;AVJR;1;chemical;Glutamate;GLR-1
LUAL;PVWL;1;chemical;Glutamate;
LUAL;AVAL;27;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
LUAL;AVAR;23;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
LUAL;AVDL;27;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
LUAL;AVDR;6;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
LUAR;PQR;7;chemical;Glutamate;
LUAR;AVJR;4;chemical;Glutamate;GLR-1
LUAR;PVR;2;chemical;Glutamate;
LUAR;PVWL;3;chemical;Glutamate;
LUAR;PVWR;2;chemical;Glutamate;
LUAR;PVCR;9;chemical;Glutamate;
LUAR;AVAL;13;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
LUAR;AVAR;31;chemical;Glutamate;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
LUAR;AVDL;5;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
LUAR;AVDR;14;chemical;Glutamate;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
LUAR;PDB;2;chemical;Glutamate;
RIML;AIBL;1;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-5, MGL-2
RIML;AIBR;22;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-5, MGL-2
RIML;RIAL;3;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RIBL;9;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RICR;1;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RMFL;2;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RMFR;2;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;AVKR;1;chemical;Acetylcholine, Glutamate, Tyramine;GLR-5
RIML;AVAL;5;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
RIML;AVAR;2;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
RIML;AVBL;9;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-5
RIML;AVBR;11;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-5
RIML;AVER;5;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-5, NMR-1, NMR-2
RIML;RIML;11;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RIMR;2;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;RMDL;9;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIML;RMDR;21;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIML;SAADL;1;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;SAADR;4;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;SMDDL;11;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;SMDDR;14;chemical;Acetylcholine, Glutamate, Tyramine;
RIML;SMDVL;11;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;AIBL;15;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-5, MGL-2
RIMR;RIBR;4;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;RMFL;1;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;RMFR;7;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;RIS;2;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIMR;AVJL;4;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIMR;AVKL;1;chemical;Acetylcholine, Glutamate, Tyramine;GLR-5
RIMR;AVAL;9;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-2, GLR-4, GLR-5, NMR-1, NMR-2
RIMR;AVBL;9;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-5
RIMR;AVBR;12;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1, GLR-5
RIMR;RIML;4;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;RMDL;15;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIMR;RMDR;12;chemical;Acetylcholine, Glutamate, Tyramine;GLR-1
RIMR;SMDDL;9;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;SMDDR;14;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;SMDVL;2;chemical;Acetylcholine, Glutamate, Tyramine;
RIMR;SMDVR;3;chemical;Acetylcholine, Glutamate, Tyramine;
RMDDL;IL1DR;2;chemical;Acetylcholine;
RMDDL;IL1R;9;chemical;Acetylcholine;
RMDDL;CEPVL;2;chemical;Acetylcholine;
RMDDL;RIAL;1;chemical;Acetylcholine;
RMDDL;AVER;1;chemical;Acetylcholine;
RMDDL;RMDVL;1;chemical;Acetylcholine;
RMDDL;RMDVR;22;chemical;Acetylcholine;
RMDDL;RMEV;2;chemical;Acetylcholine;
RMDDL;RMHL;1;chemical;Acetylcholine;
RMDDR;RMDDL;1;chemical;Acetylcholine;
RMDDR;RMDVL;26;chemical;Acetylcholine;
RMDDR;RMDVR;3;chemical;Acetylcholine;
RMDL;IL1L;1;chemical;Acetylcholine;
RMDL;IL1R;1;chemical;Acetylcholine;
RMDL;OLLL;1;chemical;Acetylcholine;
RMDL;OLLR;3;chemical;Acetylcholine;
RMDL;CEPVL;1;chemical;Acetylcholine;
RMDL;URXR;1;chemical;Acetylcholine;
RMDL;ADEL;1;chemical;Acetylcholine;ACR-16
RMDL;ADER;3;chemical;Acetylcholine;ACR-16
RMDL;RIAL;20;chemical;Acetylcholine;
RMDL;RIAR;22;chemical;Acetylcholine;
RMDL;RIBR;1;chemical;Acetylcholine;
RMDL;RMFR;1;chemical;Acetylcholine;
RMDL;RIS;1;chemical;Acetylcholine;
RMDL;AVKR;1;chemical;Acetylcholine;
RMDL;RIML;3;chemical;Acetylcholine;
RMDL;RMDDR;7;chemical;Acetylcholine;
RMDL;RMDR;8;chemical;Acetylcholine;
RMDL;RMDVL;2;chemical;Acetylcholine;
RMDL;RMDVR;3;chemical;Acetylcholine;
RMDL;RMER;3;chemical;Acetylcholine;
RMDL;RMHL;3;chemical;Acetylcholine;
RMDL;RMHR;1;chemical;Acetylcholine;
RMDL;RIVL;1;chemical;Acetylcholine;
RMDL;SIBDR;3;chemical;Acetylcholine;
RMDL;SMDDR;1;chemical;Acetylcholine;
RMDR;IL1L;2;chemical;Acetylcholine;
RMDR;OLLR;2;chemical;Acetylcholine;
RMDR;RIAL;14;chemical;Acetylcholine;
RMDR;RIAR;21;chemical;Acetylcholine;
RMDR;RIS;1;chemical;Acetylcholine;
RMDR;RMGL;1;chemical;Acetylcholine;
RMDR;AVKR;1;chemical;Acetylcholine;
RMDR;RIMR;1;chemical;Acetylcholine;
RMDR;RMDDL;6;chemical;Acetylcholine;
RMDR;RMDL;11;chemical;Acetylcholine;
RMDR;RMDVL;9;chemical;Acetylcholine;
RMDR;SIAVL;1;chemical;Acetylcholine;
RMDR;SMDDR;1;chemical;Acetylcholine;
RMDVL;IL1R;2;chemical;Acetylcholine;
RMDVL;IL2VR;1;chemical;Acetylcholine;
RMDVL;OLQVR;3;chemical;Acetylcholine;
RMDVL;CEPDL;2;chemical;Acetylcholine;
RMDVL;URYVR;1;chemical;Acetylcholine;
RMDVL;AVER;2;chemical;Acetylcholine;
RMDVL;RMDDR;41;chemical;Acetylcholine;
RMDVL;RMDR;2;chemical;Acetylcholine;
RMDVL;RMDVR;1;chemical;Acetylcholine;
RMDVL;SIAVR;2;chemical;Acetylcholine;
RMDVL;SIBVR;1;chemical;Acetylcholine;
RMDVR;IL1DR;1;chemical;Acetylcholine;
RMDVR;IL1L;1;chemical;Acetylcholine;
RMDVR;OLQVL;2;chemical;Acetylcholine;
RMDVR;URYVL;2;chemical;Acetylcholine;
RMDVR;RIAR;1;chemical;Acetylcholine;
RMDVR;AVAR;1;chemical;Acetylcholine;
RMDVR;RMDDL;43;chemical;Acetylcholine;
RMDVR;RMDVR;2;chemical;Acetylcholine;
RMDVR;SIAVL;2;chemical;Acetylcholine;
RMDVR;SIBDR;1;chemical;Acetylcholine;
RMDVR;SIBVL;1;chemical;Acetylcholine;
RMDVR;SMBDR;1;chemical;Acetylcholine;
RMED;RIBL;1;chemical;GABA;
RMED;RIBR;1;chemical;GABA;
RMED;RMED;1;chemical;GABA;
RMED;SMDDL;1;chemical;GABA;
RMED;SMDDR;4;chemical;GABA;
RMEL;IL1R;2;chemical;GABA;
RMEL;OLLR;1;chemical;GABA;
RMEL;RMEV;1;chemical;GABA;
RMER;IL1L;4;chemical;GABA;
RMER;RMER;5;chemical;GABA;
RMER;RMHR;3;chemical;GABA;
RMEV;RIBR;2;chemical;GABA;
RMEV;RIS;1;chemical;GABA;
RMEV;RMDDL;1;chemical;GABA;
RMEV;RMDDR;1;chemical;GABA;
RMEV;RMED;1;chemical;GABA;
RMEV;SMDDR;1;chemical;GABA;
RMEV;SMDVL;1;chemical;GABA;
URADL;IL1DL;4;chemical;Acetylcholine;
URADL;RMEL;8;chemical;Acetylcholine;
URADR;IL1DR;3;chemical;Acetylcholine;
URADR;URYDR;1;chemical;Acetylcholine;
URADR;RMER;1;chemical;Acetylcholine;
URAVL;IL1L;3;chemical;Acetylcholine;
URAVL;IL1VL;6;chemical;Acetylcholine;
URAVL;CEPVL;1;chemical;Acetylcholine;
URAVL;RIBL;1;chemical;Acetylcholine;
URAVL;DVC;1;chemical;Acetylcholine;
URAVL;AVER;1;chemical;Acetylcholine;
URAVL;RMDDL;7;chemical;Acetylcholine;
URAVL;RMDVR;1;chemical;Acetylcholine;
URAVL;RMEL;8;chemical;Acetylcholine;
URAVL;RMER;3;chemical;Acetylcholine;
URAVL;RMEV;10;chemical;Acetylcholine;
URAVR;IL1R;2;chemical;Acetylcholine;
URAVR;IL1VR;9;chemical;Acetylcholine;
URAVR;IL2VR;3;chemical;Acetylcholine;
URAVR;URYVR;1;chemical;Acetylcholine;
URAVR;PVT;3;chemical;Acetylcholine;
URAVR;RMDDR;1;chemical;Acetylcholine;
URAVR;RMDVL;1;chemical;Acetylcholine;
URAVR;RMEL;1;chemical;Acetylcholine;
URAVR;RMER;4;chemical;Acetylcholine;
URAVR;RMEV;2;chemical;Acetylcholine;
SAADL;OLLR;4;chemical;Acetylcholine;
SAADL;AIBL;1;chemical;Acetylcholine;
SAADL;RIGL;1;chemical;Acetylcholine;
SAADL;RMFR;1;chemical;Acetylcholine;
SAADL;AVAL;17;chemical;Acetylcholine;
SAADL;AVBR;1;chemical;Acetylcholine;
SAADL;RIML;11;chemical;Acetylcholine;
SAADL;RIMR;16;chemical;Acetylcholine;
SAADL;RMDVR;1;chemical;Acetylcholine;
SAADL;RIVR;1;chemical;Acetylcholine;
SAADL;SABD;2;chemical;Acetylcholine;
SAADL;SIBDL;1;chemical;Acetylcholine;
SAADL;SIBDR;1;chemical;Acetylcholine;
SAADL;SIBVL;1;chemical;Acetylcholine;
SAADR;OLLL;3;chemical;Acetylcholine;
SAADR;PLNL;1;chemical;Acetylcholine;
SAADR;AIBL;1;chemical;Acetylcholine;
SAADR;AIBR;1;chemical;Acetylcholine;
SAADR;RMFL;5;chemical;Acetylcholine;
SAADR;RMFR;1;chemical;Acetylcholine;
SAADR;RMGL;1;chemical;Acetylcholine;
SAADR;AVAL;1;chemical;Acetylcholine;
SAADR;AVAR;26;chemical;Acetylcholine;
SAADR;RIML;14;chemical;Acetylcholine;
SAADR;RIMR;23;chemical;Acetylcholine;
SAADR;SABD;2;chemical;Acetylcholine;
SAADR;SMBDR;2;chemical;Acetylcholine;
SAADR;SMDVL;5;chemical;Acetylcholine;
SAAVL;OLLR;1;chemical;Acetylcholine;
SAAVL;AIBL;1;chemical;Acetylcholine;
SAAVL;RMFR;11;chemical;Acetylcholine;
SAAVL;AVAL;56;chemical;Acetylcholine;
SAAVL;RIML;5;chemical;Acetylcholine;
SAAVL;RIMR;33;chemical;Acetylcholine;
SAAVL;SAADR;5;chemical;Acetylcholine;
SAAVL;SABD;1;chemical;Acetylcholine;
SAAVL;SABVR;2;chemical;Acetylcholine;
SAAVL;SMBDR;2;chemical;Acetylcholine;
SAAVL;SMDDR;18;chemical;Acetylcholine;
SAAVL;SMDVL;1;chemical;Acetylcholine;
SAAVR;ASIR;1;chemical;Acetylcholine;
SAAVR;IL1DL;12;chemical;Acetylcholine;
SAAVR;ALNR;1;chemical;Acetylcholine;
SAAVR;AIBR;1;chemical;Acetylcholine;
SAAVR;RIAR;1;chemical;Acetylcholine;
SAAVR;AVAR;39;chemical;Acetylcholine;
SAAVR;AVBL;1;chemical;Acetylcholine;
SAAVR;RIML;12;chemical;Acetylcholine;
SAAVR;RIMR;7;chemical;Acetylcholine;
SAAVR;RMEV;1;chemical;Acetylcholine;
SAAVR;SABVL;2;chemical;Acetylcholine;
SAAVR;SMBDL;1;chemical;Acetylcholine;
SAAVR;SMDDL;17;chemical;Acetylcholine;
SABD;SAADL;4;chemical;Acetylcholine;
SABD;SAADR;4;chemical;Acetylcholine;
SABVL;RIGR;1;chemical;Acetylcholine;
SIADL;ALNR;4;chemical;Acetylcholine;
SIADL;SDQR;4;chemical;Acetylcholine;
SIADL;AVFR;1;chemical;Acetylcholine;
SIADL;RMDL;4;chemical;Acetylcholine;
SIADL;SIBDL;4;chemical;Acetylcholine;
SIADL;SMBDL;18;chemical;Acetylcholine;
SIADL;SMDDL;17;chemical;Acetylcholine;
SIADR;IL1VR;1;chemical;Acetylcholine;
SIADR;CEPDL;1;chemical;Acetylcholine;
SIADR;ALML;1;chemical;Acetylcholine;
SIADR;SDQL;4;chemical;Acetylcholine;
SIADR;AVAL;1;chemical;Acetylcholine;
SIADR;SIBDR;4;chemical;Acetylcholine;
SIADR;SMBDR;17;chemical;Acetylcholine;
SIADR;SMDDR;17;chemical;Acetylcholine;
SIAVL;IL2L;1;chemical;Acetylcholine;
SIAVL;PLNL;10;chemical;Acetylcholine;
SIAVL;ADEL;1;chemical;Acetylcholine;ACR-16
SIAVL;SIBVR;2;chemical;Acetylcholine;
SIAVL;SMDVR;10;chemical;Acetylcholine;
SIAVR;PLNR;10;chemical;Acetylcholine;
SIAVR;RMDL;1;chemical;Acetylcholine;
SIAVR;SIBVL;2;chemical;Acetylcholine;
SIAVR;SMDVL;10;chemical;Acetylcholine;
SIBDL;CEPDL;1;chemical;Acetylcholine;
SIBDL;AQR;1;chemical;Acetylcholine;
SIBDL;PVPL;1;chemical;Acetylcholine;
SIBDL;SIADL;2;chemical;Acetylcholine;
SIBDL;SMDDL;10;chemical;Acetylcholine;
SIBDR;SIADR;2;chemical;Acetylcholine;
SIBDR;SMDDR;10;chemical;Acetylcholine;
SIBVL;ALNR;1;chemical;Acetylcholine;
SIBVL;RMGR;1;chemical;Acetylcholine;
SIBVL;RMDDL;1;chemical;Acetylcholine;
SIBVL;SIAVR;5;chemical;Acetylcholine;
SIBVL;SMDDL;1;chemical;Acetylcholine;
SIBVL;SMDVL;22;chemical;Acetylcholine;
SIBVR;ADLR;3;chemical;Acetylcholine;
SIBVR;OLQVR;1;chemical;Acetylcholine;
SIBVR;PLNL;1;chemical;Acetylcholine;
SIBVR;RICL;3;chemical;Acetylcholine;
SIBVR;RMHR;1;chemical;Acetylcholine;
SIBVR;SIAVL;5;chemical;Acetylcholine;
SIBVR;SIAVR;1;chemical;Acetylcholine;
SIBVR;SMDVR;22;chemical;Acetylcholine;
SMBDL;ALNR;1;chemical;Acetylcholine;
SMBDL;SDQR;18;chemical;Acetylcholine;
SMBDL;AIZL;1;chemical;Acetylcholine;
SMBDL;RMED;4;chemical;Acetylcholine;
SMBDL;SIADL;19;chemical;Acetylcholine;
SMBDL;SIAVL;3;chemical;Acetylcholine;
SMBDL;SMDDL;7;chemical;Acetylcholine;
SMBDR;ALNL;5;chemical;Acetylcholine;
SMBDR;SDQL;18;chemical;Acetylcholine;
SMBDR;AVAL;1;chemical;Acetylcholine;
SMBDR;RMED;25;chemical;Acetylcholine;
SMBDR;RIVL;1;chemical;Acetylcholine;
SMBDR;SIADR;20;chemical;Acetylcholine;
SMBDR;SIAVR;1;chemical;Acetylcholine;
SMBDR;SMBDL;3;chemical;Acetylcholine;
SMBDR;SMDDR;4;chemical;Acetylcholine;
SMBVL;PLNL;5;chemical;Acetylcholine;
SMBVL;PLNR;2;chemical;Acetylcholine;
SMBVL;AIML;1;chemical;Acetylcholine;
SMBVL;AVFL;1;chemical;Acetylcholine;
SMBVL;AVHR;1;chemical;Acetylcholine;
SMBVL;AVJR;1;chemical;Acetylcholine;
SMBVL;PVPL;1;chemical;Acetylcholine;
SMBVL;AVBR;1;chemical;Acetylcholine;
SMBVL;RMDVR;1;chemical;Acetylcholine;
SMBVL;RMEV;20;chemical;Acetylcholine;
SMBVL;SAADL;16;chemical;Acetylcholine;
SMBVL;SIAVL;1;chemical;Acetylcholine;
SMBVL;SMBDL;2;chemical;Acetylcholine;
SMBVR;ADLR;2;chemical;Acetylcholine;
SMBVR;CEPVR;8;chemical;Acetylcholine;
SMBVR;PLNL;5;chemical;Acetylcholine;
SMBVR;PLNR;5;chemical;Acetylcholine;
SMBVR;RIAR;1;chemical;Acetylcholine;
SMBVR;RMGR;3;chemical;Acetylcholine;
SMBVR;AVHL;2;chemical;Acetylcholine;
SMBVR;PVR;2;chemical;Acetylcholine;
SMBVR;RMDL;2;chemical;Acetylcholine;
SMBVR;RMDR;3;chemical;Acetylcholine;
SMBVR;RMEV;8;chemical;Acetylcholine;
SMBVR;SAADR;12;chemical;Acetylcholine;
SMBVR;SIAVR;1;chemical;Acetylcholine;
SMBVR;SMBDR;2;chemical;Acetylcholine;
SMDDL;RIAL;9;chemical;Acetylcholine;
SMDDL;RIAR;14;chemical;Acetylcholine;
SMDDL;RIS;2;chemical;Acetylcholine;
SMDDL;AVEL;1;chemical;Acetylcholine;
SMDDL;AVER;1;chemical;Acetylcholine;
SMDDL;RIML;2;chemical;Acetylcholine;
SMDDL;RIMR;1;chemical;Acetylcholine;
SMDDL;RMDL;3;chemical;Acetylcholine;
SMDDL;RMDR;1;chemical;Acetylcholine;
SMDDL;RMED;7;chemical;Acetylcholine;
SMDDL;RMEV;1;chemical;Acetylcholine;
SMDDL;RIVR;1;chemical;Acetylcholine;
SMDDL;SIADL;14;chemical;Acetylcholine;
SMDDL;SIBDL;14;chemical;Acetylcholine;
SMDDL;SIBVL;2;chemical;Acetylcholine;
SMDDL;SMBDL;3;chemical;Acetylcholine;
SMDDL;SMDDR;1;chemical;Acetylcholine;
SMDDL;SMDVR;17;chemical;Acetylcholine;
SMDDR;ALNL;1;chemical;Acetylcholine;
SMDDR;ALNR;2;chemical;Acetylcholine;
SMDDR;AIZR;2;chemical;Acetylcholine;
SMDDR;RIAL;5;chemical;Acetylcholine;
SMDDR;RIAR;3;chemical;Acetylcholine;
SMDDR;RIBL;1;chemical;Acetylcholine;
SMDDR;RIS;3;chemical;Acetylcholine;
SMDDR;AVER;1;chemical;Acetylcholine;
SMDDR;RIMR;3;chemical;Acetylcholine;
SMDDR;RMDR;1;chemical;Acetylcholine;
SMDDR;RMED;5;chemical;Acetylcholine;
SMDDR;RIVL;1;chemical;Acetylcholine;
SMDDR;SIADR;14;chemical;Acetylcholine;
SMDDR;SIBDR;14;chemical;Acetylcholine;
SMDDR;SIBVR;3;chemical;Acetylcholine;
SMDDR;SMBDR;3;chemical;Acetylcholine;
SMDDR;SMDDL;4;chemical;Acetylcholine;
SMDDR;SMDVL;5;chemical;Acetylcholine;
SMDVL;IL2L;1;chemical;Acetylcholine;
SMDVL;CEPVR;1;chemical;Acetylcholine;
SMDVL;ALNL;2;chemical;Acetylcholine;
SMDVL;ALNR;6;chemical;Acetylcholine;
SMDVL;PLNL;6;chemical;Acetylcholine;
SMDVL;RIAL;19;chemical;Acetylcholine;
SMDVL;RIAR;31;chemical;Acetylcholine;
SMDVL;RIBR;1;chemical;Acetylcholine;
SMDVL;PVR;1;chemical;Acetylcholine;
SMDVL;RMDDR;3;chemical;Acetylcholine;
SMDVL;RMEV;1;chemical;Acetylcholine;
SMDVL;RIVL;6;chemical;Acetylcholine;
SMDVL;SIADR;1;chemical;Acetylcholine;
SMDVL;SIAVR;30;chemical;Acetylcholine;
SMDVL;SIBVL;30;chemical;Acetylcholine;
SMDVL;SMDDR;22;chemical;Acetylcholine;
SMDVL;SMDVR;2;chemical;Acetylcholine;
SMDVR;CEPVL;1;chemical;Acetylcholine;
SMDVR;PLNL;6;chemical;Acetylcholine;
SMDVR;AIBR;1;chemical;Acetylcholine;
SMDVR;RIAL;24;chemical;Acetylcholine;
SMDVR;RIAR;16;chemical;Acetylcholine;
SMDVR;AVAR;1;chemical;Acetylcholine;
SMDVR;AVER;1;chemical;Acetylcholine;
SMDVR;RIML;1;chemical;Acetylcholine;
SMDVR;RMDDL;3;chemical;Acetylcholine;
SMDVR;RMED;9;chemical;Acetylcholine;
SMDVR;RIVR;1;chemical;Acetylcholine;
SMDVR;SIAVL;30;chemical;Acetylcholine;
SMDVR;SIBDR;30;chemical;Acetylcholine;
SMDVR;SMDDL;14;chemical;Acetylcholine;
SMDVR;SMDVL;1;chemical;Acetylcholine;
PDA;VD11;10;chemical;Acetylcholine;
PDA;VD12;12;chemical;Acetylcholine;
PDA;VD13;10;chemical;Acetylcholine;
AS10;VD10;10;chemical;Acetylcholine;
AS10;VD11;10;chemical;Acetylcholine;
AS11;VD12;20;chemical;Acetylcholine;
AS11;VD13;4;chemical;Acetylcholine;
VA10;VD10;2;chemical;Acetylcholine;
VA10;VD11;3;chemical;Acetylcholine;
VA10;VD12;3;chemical;Acetylcholine;
VA11;VB10;6;chemical;Acetylcholine;
VA11;VD11;5;chemical;Acetylcholine;
VA11;VD12;3;chemical;Acetylcholine;
VA12;PHCR;1;chemical;Acetylcholine;
VA12;PVCL;3;chemical;Acetylcholine;
VA12;PVCR;4;chemical;Acetylcholine;
VA12;AVAL;3;chemical;Acetylcholine;
VA12;LUAL;2;chemical;Acetylcholine;
VA12;AS10;6;chemical;Acetylcholine;ACR-14, ACR-15, UNC-63
VA12;AS11;6;chemical;Acetylcholine;ACR-14, ACR-15, UNC-63
VA12;VA11;4;chemical;Acetylcholine;
VA12;VB11;4;chemical;Acetylcholine;
VA12;VD12;7;chemical;Acetylcholine;
VA12;VD13;12;chemical;Acetylcholine;
VB10;PVT;1;chemical;Acetylcholine;
VB10;VA11;3;chemical;Acetylcholine;
VB10;VD11;7;chemical;Acetylcholine;
VB10;VD12;6;chemical;Acetylcholine;
VB11;PVWL;1;chemical;Acetylcholine;
VB11;PVWR;1;chemical;Acetylcholine;
VB11;PVCR;1;chemical;Acetylcholine;
VB11;VA12;5;chemical;Acetylcholine;
VB11;VD12;2;chemical;Acetylcholine;
VB11;VD13;22;chemical;Acetylcholine;
VD10;VA10;2;chemical;GABA;
VD11;PVT;1;chemical;GABA;
VD11;AVAR;2;chemical;GABA;
VD11;VA11;2;chemical;GABA;
VD11;VB10;1;chemical;GABA;
VD12;VA11;3;chemical;GABA;
VD12;VA12;13;chemical;GABA;
VD12;VB11;1;chemical;GABA;
VD13;PVWL;1;chemical;GABA;
VD13;PVCR;1;chemical;GABA;
VD13;AVAR;2;chemical;GABA;
VD13;VA12;11;chemical;GABA;
VD13;VD12;1;chemical;GABA;
HSNL;ADLL;1;chemical;Serotonin;SER-6
HSNL;ADLR;1;chemical;Serotonin;SER-6
HSNL;ASHL;3;chemical;Serotonin;SER-3, SER-5
HSNL;ASHR;1;chemical;Serotonin;SER-3, SER-5
HSNL;ASJR;2;chemical;Serotonin;
HSNL;ASKL;3;chemical;Serotonin;
HSNL;ASKR;2;chemical;Serotonin;
HSNL;AWAR;3;chemical;Serotonin;
HSNL;AWBL;5;chemical;Serotonin;SER-5, SER-6
HSNL;AWBR;3;chemical;Serotonin;SER-5, SER-6
HSNL;AIAL;8;chemical;Serotonin;MOD-1
HSNL;AIZL;6;chemical;Serotonin;MOD-1, SER-2
HSNL;AIZR;3;chemical;Serotonin;MOD-1, SER-2
HSNL;AIMR;2;chemical;Serotonin;
HSNL;RIFL;9;chemical;Serotonin;
HSNL;RMGR;1;chemical;Serotonin;
HSNL;AVFL;11;chemical;Serotonin;
HSNL;AVFR;4;chemical;Serotonin;
HSNL;AVJL;3;chemical;Serotonin;SER-5
HSNL;PVQL;1;chemical;Serotonin;SER-1, SER-3
HSNL;RIML;4;chemical;Serotonin;MOD-1, SER-4
HSNL;HSNL;1;chemical;Serotonin;
HSNL;HSNR;5;chemical;Serotonin;
HSNR;ASHL;4;chemical;Serotonin;SER-3, SER-5
HSNR;AWBL;2;chemical;Serotonin;SER-5, SER-6
HSNR;BDUR;2;chemical;Serotonin;SER-2
HSNR;AIAL;3;chemical;Serotonin;MOD-1
HSNR;AIBL;2;chemical;Serotonin;MOD-1, SER-4
HSNR;AIZL;3;chemical;Serotonin;MOD-1, SER-2
HSNR;AIZR;1;chemical;Serotonin;MOD-1, SER-2
HSNR;RIFR;6;chemical;Serotonin;
HSNR;RMGR;1;chemical;Serotonin;
HSNR;AVFL;4;chemical;Serotonin;
HSNR;AVFR;2;chemical;Serotonin;
HSNR;AVHL;2;chemical;Serotonin;SER-2
HSNR;AVHR;2;chemical;Serotonin;SER-2
HSNR;AVJL;3;chemical;Serotonin;SER-5
HSNR;PVPR;1;chemical;Serotonin;
HSNR;PVQR;1;chemical;Serotonin;SER-1, SER-3
HSNR;PVT;1;chemical;Serotonin;SER-1, SER-2, SER-4
HSNR;AVBR;1;chemical;Serotonin;
HSNR;AVDR;1;chemical;Serotonin;
HSNR;AVER;1;chemical;Serotonin;
HSNR;RIML;1;chemical;Serotonin;MOD-1, SER-4
HSNR;RIMR;1;chemical;Serotonin;MOD-1, SER-4
HSNR;RMDDR;1;chemical;Serotonin;SER-1
HSNR;SABD;1;chemical;Serotonin;SER-2
HSNR;SABVR;1;chemical;Serotonin;SER-2
HSNR;HSNL;1;chemical;Serotonin;
